Gene	1-NX-7-D3	2-JYP-5-D3	2-JYP-7-D3	2-JYP-8-D3	3-zhang-1-D3	4-zhou-2-D3	1-NX-2-D3	3-zhang-7-D3	4-zhou-1-D3	5-li-4-D3	6-zhang-2-D3	7-di-3-D3	8-liu-10-D3	4-zhou-8-D3	5-li-6-D3	5-li-13-D3	6-zhang-6-D3	8-liu-15-D3	9-shi-2-D3	11-yao-2-D3	12-wen-13-D3	13-jin-3-D3	13-jin-7-D3	2-JYP-9-D3	4-zhou-9-D3	6-z-12-D3	7-di-7-D3	8-liu-9-D3	1-NX-4-D3	3-zhang-6-D3	12-wen-6-D3	5-li-1-D3	17-chen-3-D3	14-zhang-5-D3	15-zhou-11-D3	18-xu-11-D3	19-lu-10-D3	20-li-5-D3	20-li-11-D3	21-lu-11-D3	22-wang-4-D3	22-wang-8-D3	24-liu-7-D3	9-shi-10-D3	11-yao-1-D3	13-jin-8-D3	14-zhang-2-D3	15-zhou-3-D3	18-xu-10-D3	22-wang-9-D3	26-qi-8-D3	28-sun-4-D3	29-li-5-D3	16-zheng-7-D3	19-lu-6-D3	21-lu-10-D3	23-cai-8-D3	24-liu-5-D3	25-qin-2-D3	26-qi-6-D3	26-qi-7-D3	28-sun-3-D3	29-li-8-D3	30-xiang-6-D3	30-xiang-7-D3	30-xiang-8-D3	32-wang-7-D3	35-xie-7-D3	35-xie-4-D3	36-qi-1-D3	38-dong-14-D3	41-zhou-8-D3	43-feng-10-D3	35-xie-9-D3	36-qi-7-D3	36-qi-8-D3	36-qi-18-D3	37-liao-2-D3	38-dong-10-D3	38-dong-13-D3	40-lin-12-D3	40-lin-15-D3	41-zhou-1-D3	27-lin-7-D3	30-xiang-11-D3	31-wu-6-D3	32-wang-1-D3	37-liao-5-D3	46-li-3-D3	49-xu-2-D3	58-chen-6-D3	20-li-8-D3	44-huang-4-D3	42-xu-7-D3	42-xu-17-D3	43-feng-13-D3	46-li-5-D3	48-shen-5-D3	48-shen-8-D3	48-shen-9-D3	49-xu-9-D3	51-gao-3-D3	51-gao-6-D3	39-wu-8-D3	40-lin-9-D3	42-xu-16-D3	45-cheng-1-D3	47-nian-7-D3	50-lai-9-D3	51-gao-5-D3	53-lang-6-D3	54-li-3-D3	55-xu-8-D3	52-wu-6-D3	52-wu-11-D3	53-lang-16-D3	58-chen-7-D3	57-zhao-2-D3	59-meng-3-D3
OSBPL8	0.48	0	0	0	0	8.14	0	1.8	0	0	0	0	0	0	0.7	0	0.79	0	0	0	0	0	0	0	0	0	0	0.54	0	0	16.78	0	0	4.59	1.07	1.97	0	0	0	1.73	0	0	0.67	0.23	0	0	12.9	5.75	12.07	0	0	7.61	2.23	150.36	0	0	0.8	258.96	0	1.6	0	0	0	0	0	0	129.27	0	0	165.97	925.4	2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17	2.13	0	1.38	5.43	19.7	1.35	24.95	0	0	0	0	16.39	1.04	2.95	73.8	1.91	0	1.18	15.46	1.19	0	0	5.97	0	0.12	3.28	0	0	0	0	33.41	0
OSTM1	0	0	0	0	0	0	2.21	0	0	0	10.53	0	0	11.47	0	7.21	0	2.58	0	8.82	9.18	7.53	0	5.88	1.34	0	0	0.74	0	0	0	0	0	3.73	0	0	3.9	0	7.74	0	0	5.58	1.88	1.66	5.37	4.84	11.26	0	58.16	0	3.09	0	1.52	1.92	11.2	0	1.04	0	0	2.52	0	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	4.1	0	17.59	0	2.92	3.56	0	0	1.37	8.13	3.07	0	0	8.7	0	0	0	7.18	0	3.16	0	0	0	1.76	2.77	0	0	25.35	0	0	0	2.56	0	0	0	1.24
P3H4	27.42	0	0	6.48	0	8.46	0.37	11.54	0	0	11.21	0	2.21	31.57	0	19.51	0	0	0	21.16	11.35	7.2	0	0	17.36	7.32	2.5	6.36	19.07	2.84	4.63	0	14.83	0.9	0	0	0	0	3.2	2.96	0	4.13	4.79	103.35	11.77	0	27.42	6.27	14.69	22.58	0	0	0	1.17	91.55	30.17	0	0	11.3	0	57.78	0	7.66	10.67	88.74	0	11.43	0	0	336.14	0	0	0	0	0	0	13.72	0	0	0	0	0.74	18.79	0	0	0	15.63	5.75	12.01	0	7.5	3.82	6.66	0	26.46	0	0	0	0	0	0	3.21	6.22	0	2.07	0	9.69	78.17	9.44	8.27	6.47	23.66	0	8.08	0	26.37	5.59	4.31	0
PAAF1	0	9.06	0	4.9	2.27	6.36	4.39	3.12	4.1	4.29	0	0	5.65	23.18	8.92	14.14	1.07	18.22	0	13.41	10.15	0	0	0	0	26.2	0	11.33	0	0	0.89	0	0	2.19	2.56	1.93	2.5	0	1.07	0.68	0.41	5.64	0	18.15	0	0	9.42	5.54	21.76	10.05	17.98	3.46	9.98	3.47	0	2.96	0	12.41	2.68	7.26	0	1.22	0.51	7.57	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	4.17	6.32	0.93	0	0	8.95	13.53	16.02	14.91	3.79	2.43	10.25	0	9.06	6.23	0	0	6.97	5.58	0	5.44	0	0	6.62	6.11	0	0	0	73.64	4.51	5.42	4.04	1.31	2.02	0	0	38.52	4.73
PACS1	33.02	78.75	0	16.31	0	90.46	25.35	0	68.6	0	21.71	0	0	0	22.08	15.95	1.43	0	0	0	0	6.62	0	0	0	0	2.25	0	0	0	0	11.41	24.47	47.83	14.25	14.82	55.6	0	156.11	67.57	6.08	17.77	22.85	0	9.55	0	62.53	23.74	62.75	17.94	5.92	0	22.51	12.23	44.56	32.89	91.24	34.69	0	12.11	29.18	377.36	120.66	0	94.29	0	42.02	0	0	0	0	0	0	8.79	438.83	0	233.95	0	0	0	69.5	29.11	227.15	18.66	0	32.49	16.39	0	0	389.58	0.24	31.03	8	24.17	10.8	42.6	0	0	11.59	6.43	0	0	11.33	9.89	8.18	27.71	3.96	44.44	0	110.68	28.41	10.71	66.88	0	278.87	51.76	5.3	11.29	11.57
PACSIN3	0	0	0	95.75	0	0	48.9	18.89	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	31.76	753.66	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	198.95	268.64	186.21	0	107.94	759.75	179.18	0	19	0	0	0.66	2.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.59	0	0	2.44	0	0	0	0	0	0	0	0	0	20.83	0	0	5.79	0	0	0	0	0	0	0	0	0	28.53	0	0	0	0	0	0	9.54	16.52	0	0	39.8	14.61	0	0	0	0	0	0	19.67
PAK2	0	0	0	0	144.83	0	0	0	0	0	172.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.51	0	0	0	6.41	0	0	4.8	0.92	0	0	0	5.85	11.1	0	0	0	0	0	0	0	0	3.92	7.53	0	0	0	0	12.98	0	4.93	0	0	0.92	1.21	0	0.56	0	0	0	0	6.58	0	0	101.55	0	74.36	0	0	0	161.64	0	0	0	0	0	0	0	0	54.14	0	0	0	0	9.04	0	1.58	0	188	0	2.23	0	0	7.7	0	0	0	0	0	8.21	24.94	0	6.15	122.94	12.66	23.5	28.27	0.65	12.94	0	19.53	100.93	16.24
PAK4	0	0	252.82	3.77	5.39	0	0	0	0	0	0	0	5.25	0	0	0	0.81	0	0	0	0	0	0	0	0	0	2.32	0	1.29	0	0	0	4.67	88.4	0	0	0	0	27.11	0	0	0	10.13	0	0	0	2.08	16.05	0	0	6.51	2.86	5.55	15.09	17.79	23.52	0	58.16	0	1.59	52.62	5.02	6.08	0	18.67	0	0	0	73.9	0	180.34	0	72	0	0	0	15.17	0	93.54	0	0	12.97	0	0	0	0	0	0	0	39.99	0	0	11.45	25.62	28.59	0	0	0	8.34	0	0	14.53	0	0	11.14	0	60.83	0	31.66	204.76	59	89.84	32.56	11.84	21.76	0	0	41.96	7.43
PAM	0	0	0	34.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.26	0	0	0	0	24.75	0	4732.06	3663.22	5315.12	3668.66	834.87	4650.28	4820.38	120.57	14.87	16.5	4.09	56.18	32.71	92.88	16.5	0	5.09	3.49	0	0	28.22	11.73	29.04	2.89	6.36	41.42	10.6	0	104.35	0	0.54	28.62	0	0	307.21	84.24	2.36	0	0	0	0	0	0	66.68	0	304.91	0	0	416.15	51.19	269.47	0	11.65	0	0	6.7	0	45.37	0	0	0	0	0	0	1.37	270.13	0	0	114.58	0	0	0	137.4	0	0	94.56	0	0	1.58	15.1	35.58	47.96	0	0	43.29	127.64	136.28	0.11	38.2	70.78	0	8.78	18.62
PANK2	16.36	2.32	8.96	24.34	4.41	10.29	7.62	5.8	6	10.2	6.23	7.35	31.68	15.95	6.27	12.15	0	6.54	23.81	4.49	0	14.43	6.19	0	170.54	4.8	4.05	1.3	8.53	6.7	4.65	3.32	0.68	2.06	1.65	0	0	1.76	0.52	12.99	0	1.6	1.15	1.78	0	4.63	10.26	10.85	0.23	3.08	11.99	1.9	8.22	10.51	5.38	5.91	1.94	82.74	1.5	66.08	7.43	65.41	0	17.75	10.42	14.32	14.56	2387.87	0	0	13.38	0	0	8.27	0	0	20.27	0	0	0	0	7.13	4.61	0	52.87	8.44	6.32	3.49	29.95	34.71	3.77	0	5.89	0	9.71	0	0	0	0	5.28	4.08	0	3.15	4.79	5	12.13	11.58	7.44	3.48	29.93	2.59	0	0	3.31	0	13.69	3.04	22.99	0
PARP14	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.89	0	9.95	0	0	0	0	0	0	0.18	0	1.73	0	1.2	0	0	0	1.76	0.23	0	0	5.02	0	0.54	0	0	0.56	0	0.54	4.04	0	158.33	0.88	1.54	0	0	0.97	0	0	0	0	0	0	0	0	71.17	0	0	0	0	0	0	5.27	0	1.72	0	1.93	4.53	0	0	40.78	24.86	36.8	0	10.56	5.44	0	0	0	1.38	3	0	0	0	0	0	0	0	0	0	0	0	11.84	7.38	8.26	1.92	23.31	0	27.04	0	0	5.81	3.71	0
PASK	0	6.24	1.92	0	0	0	1.98	86.02	0	0	1	0	0	0	1.37	0	0	0	0	0	0	0	0	11.15	0	0	2.42	0	0	0	0	0	0	11.53	17.18	0	0	0	0	0	0	0	0	3.69	0	0	0	0	0	0.59	0	0	0	1.01	1.01	0	6.54	3.86	0	2.79	0	0	1.58	0	0	0	0	0	0	16.09	0	0	11.46	0	0	21.23	0	0	0	0	0	0	0	0	0	0	14.43	0	0	1.47	40.59	0	0	0	0	0	34.97	0	0	45.77	0	3.78	5.1	0	0	2.67	12.58	0	58.92	0	19.08	1.05	3.48	0.94	16.36	0	1.5	0	60.01
PAUPAR	0	2.54	11.77	14.07	36.24	9.27	5.32	13.26	6.52	0	0	7.96	20.59	0	0	9.44	12.33	16.4	4.57	0	0	19.08	1.8	0	71.55	0	5.62	0	0	0	0	0	0	5.67	31.53	3.73	23.66	0	2.99	4.94	54.08	42.47	3.98	9.02	51.66	8.04	244.7	1432.28	497.21	127.85	256.24	1278.08	124.98	16.03	71.12	1.03	8.29	38.61	673.97	11.94	8.71	25.86	45.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.55	0	0	9.01	0	0	6.6	24.22	2.02	2.43	6.5	2.36	2.69	14.1	23.22	0	51.72	12.2	0	12.69	23.46	6.18	15.1	9.84	1.35	15.47	8.13	5.27	9.33	22.75	7.37	10.97	7.61	1.94	25.23	72.53	23.41	0	24.27	95.55
PAWR	25.26	32.77	6.71	0.15	2.48	3.06	3.33	0.84	4.04	0.34	3.26	2.99	13.69	4.54	7.27	0.97	0	4.6	2.74	6.04	0	0	4.01	0	1.24	0	0.09	0	0	0	0	0.66	0	105.01	17.67	0.71	0	150.2	61.57	0	16.97	31.5	31.03	0	1.79	0	3.06	0	4.72	27.88	0.35	0	1.34	9.72	0	0	6.52	3.06	0	6.13	230.67	17.75	18.27	4.7	5.01	0	0	0	0	0	2.98	81.97	0	0	0	0	309.34	0	0.38	0	0	281.17	0	0	0	0	0	0	20.72	0	0.03	0	42.69	0	0	0	0	0	0	9.2	0	0	0.58	0.71	33.11	0.46	0	7.66	4.62	143.08	9.93	7.91	29.2	0	0	0	0	7.41	0
PBX1	0	0	0	0	0	0	0	0	0	231.56	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	2.5	0	0	0	0	0	0	141.51	0	6.9	1.01	0	0	0	99.94	1.69	2.35	10.49	0	53.52	52.08	7.09	0	84.43	0	0	0	8.86	0	0	0	0	0	0	21.47	0	0	0	0	66.34	0	0	0	0	0	77.03	29.52	0	0	0	0	14.18	0	0	0	0	0	168.57	0	0	0	0	0	0	0	0	0	36.78	0	50.38	98.65	18.47	0	1.36	0	0	0	38.45	0	0	0	0
PBX3-DT	40.78	213.3	55.74	55.1	89.28	67.44	93.8	1.86	111.76	65.16	19.06	0	56.04	0	9.42	0.73	0	17.26	0	0	70.93	38.85	0	0	0	0	895.26	1313.88	974.85	0	0	296.44	210.92	0	0	0	0	0	0	58.91	0	39.24	0	0	69.64	0	85.62	96.64	0	340.07	133.88	0	12.74	78.44	0	0	0	0	0	74.58	11.59	3.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41	0	0	0	0	0	0	59.42	158.42	44.25	73.99	0	41.18	21.06	138.18	77.8	55.49	73.97	0	89.16	119.38	117	0	1.74	25.36	46.35	17.36	0	77.4	42.67	21.34	120.36	0	43.31	0	0	0	0	0	0
PCDH9	0	0	0	0	0	0	0	0	0	0	0	0.4	0	2.71	0	0.8	0	0	0	0	1.33	0	0	0	0	0.76	0	0.3	0	2.6	0.06	0	0	0.23	11.61	0	0	0	0.01	0	0	0	0	5.87	7.34	0	2.09	2.9	3.08	0	0.72	0.4	0	0	0	0	0	0	0	0	0	0	0	3.89	0.91	0	0	0	0	323.27	0	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.32	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0.24	0.38	0	0	0	0	0	0.09	1	0.47	0	0	0.6
PCGF3	0	0	0	0	62.23	0	0	0	0	3.56	40.57	0	0	0	0	0	0	0	24.56	78.21	0	0	0	0	0	0	0	0	0	0	0	0	0	27.59	3.03	0	0	0	180.58	0	0	0	0	0	0	0	54.16	0	4.59	2.78	2.18	0	0	1.15	0.65	0	5.83	21.99	0	8.2	116.38	0	24.37	330.68	0	0	0	0	0	0	0	0	0	0	31.76	690.81	13.53	0	0	65.82	0	0	0	0	0	0	12.41	0	0	2.59	24.39	0	0	172.32	60.72	0	0	0	0	0	37.12	59.98	5.76	10.88	0	0	193.93	17	7.94	11.49	0	9.67	7.23	59.5	0	196.35	0	5.02	3.9
PCNX3	5.74	9.76	0	0	0	2.55	0	2.59	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75	0	0	0	0	0	0	0	0	0	0	1.9	7.38	2.67	10.3	0	1.78	10.45	59.15	3.94	0	1.11	0	1.87	1.29	2.6	1.42	10.95	5.14	1.52	0.42	2.95	0	0.96	0.68	2.44	3.66	0	1.44	0.63	4.64	4.98	0	9.2	0	3.05	0	0	0	0	0	0	0	0	0	12.42	0	0	14.56	12.63	0	0	15.03	0	3.7	1.48	0	2.32	0	6.51	2.85	9.71	8.29	55.91	3.94	0	0	0	2.11	0	4.86	0	0.4	0.03	1.49	5.48	5.01	2.42	3.54	2.14	16.75	0	0.51	11.95	9.18	0	8.97	10.05
PCP4L1	0	25.69	15.3	0	0	0	0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	8.37	0	0	0	0	58.77	0	0	0	0	16.71	0	0	0	0	27.38	0	0	0	0	0	0	11.52	0	0	105.3	0	0	6.84	1.89	0	2.89	0	0	0	0	0	0	0	44.29	18.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.66	0.99	0	0	0	34.72	19.11	0	0	0	0	0	126.95	0	12.05	0	19.74	0	0	23.17	0	115.29	14.84	12.2	70.97	70.49	57.49	0	0	0	10	229.19
PDAP1	0	5.59	0	0	0	0	0	3.86	21.35	10.69	0	0	55.81	0	0	0	0	0	0	0	0	0	0	0	0	0	251.98	0	0	0	0	0	0	5.02	0	0	0	0	0	0	4.95	0	5.23	0	0	0	0	3.19	11.59	0	0	0	12.35	14.14	0	0	0	4.24	0	0	105.38	33	0	0	0	0	10.45	0	0	0	0	16.42	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31	0	0	0	26.71	0	0	0	0	0	0	0	0	0.56	9.54	0	0	0	0	0	0	0	8.47	165.81	18.79	5.25	0	0	0	0	0	0	36.97	0
PDC-AS1	0	0	0	0	0	0	0	3.6	38.71	0	0	114.8	0	4.92	0	7.12	0	0	0	0	0	0	0	0	0	0	532.4	963.75	908.49	542.63	3.51	620.85	700.19	0	15.94	0	34.58	3.15	1.33	0	0	0	0	0	0	0	46.94	0	12.25	0	0	6.79	0	0	0	0	0	0	5.34	0	2.9	0	0	0	14.77	0	0	0	12.35	0	0	3.95	0	0	0	0	0	0	0	0	0	4.08	0	0	0	222.25	0	19.84	2.43	0	1.86	11.73	5.72	0	0	5.01	9.13	2.32	21.46	23.19	0	53.51	4.37	54.14	0	7.42	0.77	0	0	0	2.59	0	2.68	0	0	0	0	2.06	35.5
PDE6B	0	0	0	0	0	0	0	0	13.26	24.1	0	0	0	0	0	151.17	0	0	0	0	0	19.04	0	0	0	0	10.68	0	0	0	0	0	0	23.73	0	0	6.38	0	5.48	36.96	0	0	0	17.19	0	0	0	0	72.11	0	241.05	0	0	0	1.14	0	68.71	2.72	0	0	41.78	277.35	0	0	153.81	101.47	0	0	0	0	0	0	0	0	17.64	0	20.65	0	0	0	0	216.94	0	0	0	0	0	0	0	0	0	7.2	0	3.07	0	0	0	0	0	30.91	0	0	0	0	0	93.33	41.62	0	80.67	0	108.32	0	56.39	2.26	21.46	0	0	0	0
PDE7A	0	0	0	0	0	0	1.76	0	0	0	6.81	0	245.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	41.72	0	0	0	0	0	0	0	0	7.79	1.25	84.39	0	0	3.93	0	0	0	21.16	0	1.03	0	18.66	8.36	1.24	2.33	1.78	0	0.51	5.43	0	0	1.31	0	0	0	0	8.94	0	0	0	0	0	0	0	0	0	0	21.25	112.69	0	0	0	2.91	0	0	0	0	2.3	0	24.88	0	9.75	0.66	1.65	0	0	0.06	2.29	0	0	1.55	0	1.02	0	0	18.54	0	6.5	0	79.59	14.74	1.67	3.29	10.47	1.76	0	0	2.99	9.86	3.24
PDHA1	0	0	5.94	4.89	5.28	0	9.7	17.02	8.99	13.48	68.8	6.3	2.35	0	0	9.59	0	6.07	0	0	0	0	25.35	37.63	0	0	0	0	0	0	0	0	0	3.6	5.91	0	0	0	0	6.47	28.88	8.44	0	0	0	8.96	0	4.8	25.88	0	0	1.91	4.1	127.86	19.44	25.82	1.56	0	0	38.42	0.54	10.39	22.38	0	0	0	0	0	0	0	0	559.57	0	616.36	0	0	9.3	0	0	20.93	0	0	0	0	18.07	17.32	3.47	1.72	6.66	12.72	2.75	0	0	0	19.22	0	0	0	0	0	11.98	0	2.77	0	0	5.13	22.84	3.89	11.61	21.54	0	44.75	0	3.65	0	0	0	7.44	0
PDHB	0	0	0	0	2.93	0	20.05	13.23	8.28	0	13.13	0	1.47	0	0	27.77	0	0	0	0	0	13.38	0	0	857.13	0	0	0	0	0	0	14.2	0	6.56	0	0	0	0	0	0	0.36	0	0	1.84	0	0	0	230.25	0	0	0	4.31	0	0	0	0	0	0	0	0	0	0	5.6	0	45.96	0	18.99	0	0	0	0	0	160.35	2.21	0	0	0	0	0	0	0	15.21	0	0	5.47	0	0	2.56	0	0	0	0	0	0	17.14	0	15.41	0	5.37	0	0	0	0	0	0	0	0	0	14.97	8.17	10.55	55.65	0	0	0	0	0	3.98	0
PDZD8	0	0	0	0	11.39	0.06	0	0	0	0.28	12.14	0	0	0	0	0	0	71.42	0	0	0	0	0	0	0	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0	41.37	0	1.17	0	2.24	0	0	0	0	5.09	7.17	0.96	0	0.6	0.94	0.75	0	0	11.11	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	3.07	0	0	0	0	0	0	5.81	3.46	0	0	0	0	0	0	24.14	1.57	0.86	1.03	0	0	0	0	0	0	0	0	0	0.3	0	0	0	28.99	0	0	2.9	4	0	2.5	0	0	0	0	21.24	2.39
PHACTR1	0	0	0	0	0	0	21.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31	164.27	0	0	0	0	0	0	0	24.15	0	0	0	0	0	0	0	0	0	10.37	0	0	19.44	0	0	0	0	7.17	5.13	153.66	1.17	0	198.73	0	10.86	0	0	0	9.87	0	0	0	0	0	19.43	0	189.36	299.18	20.92	0	0	0	0.62	0	0	0	205.37	0	13.36	0	0	0.13	0	0	82.97	0	29.51	10.2	0	18.52	0	0	0	0	0	0.25	0	17.58	0	0	0	0	4.67	0	2.94	106.91	26.03	0	11.18	0	0	2.52	10.75	24.98	0
PHF13	3.93	15.22	15.15	5.32	0	0	2.27	0	0	39.97	0	0	6.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79	0	0	0	0	0	0	27.13	0	3.13	0	2.87	3.92	0	0	0	3.54	0	0	0	4.55	0	0	11.98	0	0	6.93	3.3	0	0	0	0	19.08	0	0	0	0	0	63.08	50.61	0	6.09	0	0	0	0	28.4	4.12	0	0	0	0	0	7.98	0	58.39	0	0	1.29	0	19.02	4.45	2.68	3.18	0	2.81	5.27	0	0	3.09	0	20.31	0	4.46	5.76	5.74	10.65	1.91	13.5	15.01	0	53.38	66.7	2.65	2.37	0	0	0.87	5.28
PHLDB1	13.73	0	0	0	0	2.59	0	0	0	1.44	0	0	3.28	0	0.9	4.19	0	8.1	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	30.23	5.48	0	2.16	164.28	39.51	23.16	0	10.71	0	1.1	2.43	0	2.44	2.52	5.24	0	0	0	1.79	113.35	0.27	1.98	0	0	0	4.29	4.61	57.72	65.48	0	0	0	0	0	3.39	0	116.85	0	0	0	0	0	5.09	0	0	6.77	11.31	7.96	0	0	0	0	0	39.79	0	16.32	0	0	3.11	0	39.92	0	0	0	0	8.33	0	0	0	0	0	0	67.83	0	5.7	0	3.82	4.95	0	0	11.24	0	0	0	0
PI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.73	0	17.84	0	0	132.22	0	0	0	0	0	0	101.79	0	0	0	0	88.19	0	3.18	11.3	0	296.83	0	0	69.6	0	138.68	21.03	966.72	0	35.03	51.44	0	0	0	0.71	0	361.2	7.61	367.84	15.04	384.57	0	230.73	0	0	0	0	393.29	0	720.81	41.12	0	0	0	37.86	847.56	413.67	0	0	703.19	64.9	0	0	530.49	95.13	20.24	60.42	727.52	0	814.41	13.03	0	0	0	1220.13	0	400.7	49.9	0	0	26.26	0	0	274.31	0	0	85.67	0	0	75.08	116.36	0	750.59	312.6	20.8	393.85	0	156.46	146.74	82.83	279.09	2892.72	46.27
PI4KAP1	0	100.39	0	0	3.59	0	0	0	0	0	0	0	1.9	0	0	0	0	0	22.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.26	0	0	0	0	0	3.95	2.78	19.47	0	0	0	0	0	0	0	0	0	8.22	3.07	0	0	0	0	0	0	5.41	53.39	21.77	0.06	0	12.05	76.59	0	0	61.31	0	21.46	49.69	19.67	0	29.15	0	20.93	0	0	0	0	0	0	0	0	0	0	0	0	0	15.25	0	0	0	39.81	0	0	0	10.44	7.73	0	0	0	0	0	0	0	0	0	0	0	143.99	0	134.56	0	6.69	132.18	1.83	0
PIAS2	24.09	0	8.14	2.22	10.48	26.17	2.47	0	3.99	0	8.32	3.28	2.04	0	2.24	1.6	2.65	0	0	0	0	1.72	0	8.63	0	6.64	5.09	0	4.14	0	0.15	0	0.75	8.34	0	0	0	0	0	0	123.77	0	0.81	2.97	2.42	5.83	0	0	3.53	0.13	3.04	1.52	0	6.5	0	4.48	0	0	0.53	75.61	0.94	375.39	2.03	18.9	1.56	0	0	144.35	0	0	25.11	1.43	2.51	0	20.16	0	26.1	0	0	0	0	2.47	0	0	0	0	0	0.9	1.56	0	0	0	5.56	17.44	0	0	10.85	0.35	0	0.73	5.57	2.02	0	1.3	0	0	0	106.42	0	0	24.02	0	24.44	2.06	0	0	0	0	0
PIK3R2	0	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43	2.76	2.4	0	0	86.53	25.84	7.73	0	0	7.24	0	1.94	0	6.59	5.33	0	0	3.51	0	0	0	0	2.45	4.5	0	0	50.85	6.29	0	0	0	0	0	0	27.02	0	0	0	0	0	0	0	1.5	0	0	0	14.43	52.38	0	0	0	0	0	1.04	0	0	0	0	0	6.91	0	2.56	0	0	0	0	0	2.07	0	0	0.2	0	1.33	0	3	0	3.7	34.32	0	1.76	6.7	4.11	784.7	7.58	0
PIP4K2C	80.18	0	0	7.65	0	0	108.77	12.31	0	0	0	0	3	0	0	0	2.44	0	0	0	0	0	0	0	0	0	0	0	0	0	24.69	0	0	0.98	1.93	0	4.01	0	7.82	4.72	42.71	0	10.76	0	0	1.52	0	4.05	0.7	16.14	0	0	62.79	0	0	13.34	0	52.87	0	11.03	1.55	1.12	0	0	0	0	0	0	0	0	156.18	0	0	0	0	0	26.9	0	0	0	0	0	0	0	0	0	1.43	1.62	12.2	0.56	0	0	3.18	0	2.68	0	0	0	2.04	2.01	0	0.06	43.03	0	2.24	2.3	0	6.06	39.78	14.55	44.28	11.22	24.83	0	2.99	2.53	0	24.47	0
PLA2G4F	5.37	0.51	10.77	2.06	0	0	1.79	0	0	0	1.82	0	3.7	0	0	0	0	0	0	1.22	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21	0	0.53	0	0.78	1.17	3.04	7.75	0	3.67	1.56	1.87	12.08	3.29	0	0	1.65	9.97	1.17	0	1.69	1.15	0	2.6	3.09	3.46	0	0	0	0	20.82	1.72	0	0	4.18	0	0	0	0	10.93	0	0	0	0	0	0	0	0	0	0	2.35	1.83	1.53	0	3.12	3.69	2.09	3.64	10.62	0	0	2.15	2.64	0	0	2.77	7.58	7.33	2.73	8.72	9.32	23.99	36.42	1.38	0	5.08	0	0	0	0	16.19	0.88
PLA2G6	0	0	0	0	0	0	10.03	6.78	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.88	8.92	0	1.07	0	0	0	0	3.25	0	1.73	0	0	0	14.02	0	0	6.4	0	0	0	0	0	0	0	3.49	0	62.74	0	10.44	0	0	0	0	0	0	0	0	0	0	0	0	0	26.27	0	14.62	0	16.21	22.33	0	0	0	0	0.63	0.51	0	0	0	0	0	0	80.69	0	0	0	17.86	124.82	0	1.48	0	0	0	45.72	4.87	0	0	0	0	0	11.83	0	39.93	0	0	0	0
PLAU	0	0	0	0	0	0	0	0	0	0	81.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.28	0	0	0	0	0	0	0	0	8.34	0	0	0	0	1.2	15.32	20.53	2.59	0	10.51	2.44	0	0	0	0	597.68	28.97	0	8.45	0	405.37	0	0	0	1.64	19.44	0	0	0	0	0	0	0	1072.89	55.09	0	0	0	68.65	0	0	0	0	0	0	0	0	23.18	0	3.52	34.3	0	0	0	96.87	0	6.41	12.07	7.02	0	63.24	4.81	3.68	0	30.88	95.1	42.58
